token_len,entity_count,bridge_flag,label,question,id
9,1,1,C,Who is the sibling of the Elements trilogy director?,2hop__108398_857705
18,1,1,C,What year was the death of the monarch who was the intended audience of the First Continental Congress?,2hop__65732_16861
16,2,0,C,When was the end of the Dutch company that initiated the game of cricket in India?,2hop__63399_45004
11,1,0,C,Which year did the founder of Regius Professor of Surgery die?,2hop__472785_16861
8,1,0,C,When did the author of Prometheus Unbound pass?,2hop__624481_113174
18,1,1,C,What year did the king who is referred to so often in part three of the declaration die?,2hop__73959_16861
15,3,0,C,What Chinese city shares a border with the city that hosted the 2009 ELEXCON fair?,2hop__6511_318986
11,0,0,C,What is the record label of the Dry Bones Dance performer?,2hop__143447_589761
11,1,0,C,When did the agency working on USRA Light Santa Fe end?,2hop__115814_120682
10,1,1,C,Who did Miley play in the episode 'Achy Jakey Heart'?,2hop__153312_48009
17,1,1,C,Who is the spouse of the person who sang with Peter Kay on the late late show?,2hop__88129_718667
14,3,0,C,In what year did the father of Princess Elizabeth of the United Kingdom die?,2hop__204325_16861
15,0,1,C,When did the person who said that poets are the unacknowledged legislators of world die?,2hop__73449_113174
19,0,1,C,How many episodes are there of the series that the episode I'll Always Remember You is a part of?,2hop__153813_72577
15,2,1,C,When did the company which brought the game of cricket to India take over India?,2hop__63399_47960
20,4,0,C,When did the creator of Britain's Got Talent announce he was no longer going to be an American Idol judge?,2hop__83524_2999
17,1,1,C,Who is the sibling of the person who wrote the script for the 1996 Crucible movie adaption?,2hop__69856_442921
11,2,0,C,What year did the cast member of Captive win best Actress?,2hop__174471_160012
14,3,0,C,When did the company that repaired Grand Trunk Road from Calcutta to Delhi end?,2hop__75710_45004
11,1,0,C,Which record label owns the series where Achy Jakey Heart belongs?,2hop__153312_695957
12,3,0,C,In what year did the cast member of Home win Best Actress?,2hop__577934_160012
14,1,0,C,When did the founding member of the royal academy of painting and sculpture die?,2hop__74269_16861
17,4,0,C,When was the company that repaired the Grand Trunk Road from Calcutta to Delhi established in India?,2hop__75710_78772
13,1,0,C,What position did the prime minister hold when UK joined the common market?,2hop__47086_770460
14,2,1,C,When did the first episode of the series that features Achy Jakey Heart air?,2hop__153312_69936
14,3,1,C,When was the company which repaired Grand Trunk Road from Calcutta to Delhi established?,2hop__75710_79562
13,0,0,C,In which year did the cast member of The Possessed with Best Actress?,2hop__355884_160012
11,1,0,C,When did the author of A Philosophical View of Reform die?,2hop__738092_113174
15,0,0,C,What year did the person who described poets as the unacknowledged legislators of mankind die?,2hop__75488_113174
11,1,0,C,When did the author of Ode to the West Wind die?,2hop__503114_113174
10,1,0,C,In which county is the city where WYYU is located?,2hop__128711_654550
15,2,0,C,"What country holds the Embassy of Turkey, to the country that Serdar Denktas is from?",2hop__102777_757032
20,0,1,C,When did the original judge who was a music executive announce he was no longer going to be a judge?,2hop__2965_2999
10,2,0,C,What year did Prince Albert of Great Britain's father die?,2hop__345847_16861
19,4,1,C,Who was reigning when the company that repaired Grand Trunk Road from Calcutta to Delhi was founded in London?,2hop__75710_66282
14,2,0,C,In what year did the cast member of Story of Women win Best Actress?,2hop__623871_160012
21,1,1,C,"When did the former judge of American Idol, who was accused of being mean and cruel, announce that he would quit?",2hop__3451_2999
20,1,0,C,What title is used for the leader of the church the Church of Cyprus was hoping to end encroachments of?,2hop__31885_87168
18,1,1,C,When did the first episode of the series that I'll Always Remember You is a part of air?,2hop__153813_69936
14,3,0,C,In what year did the cast member of My Worst Nightmare win Best Actress?,2hop__485480_160012
13,2,0,C,What year did the cast member of A Woman's Revenge win best Actress?,2hop__355174_160012
13,2,0,C,What year did the actress who participated in White Material win best Actress?,2hop__513863_160012
21,1,1,C,Which title is used for leader of the institution which thought the seasonal drift in the date of Easter was unacceptable?,2hop__13065_87168
14,1,0,C,What position did the prime minister serving when britain joined the common market hold?,2hop__54562_770460
17,0,1,C,Who is a cast member of the series that I'll Always Remember You is a part of?,2hop__153813_522872
15,0,0,C,What record label owns the series that I'll Always Remember You is a part of?,2hop__153813_695957
10,1,0,C,In which county is the town WPWT is licensed in?,2hop__128896_402482
9,1,0,C,What region does Dust Muhammad's city of birth contain?,2hop__145123_825427
12,2,0,C,What year did the cast member of Violette Noziere win Best Actress?,2hop__252654_160012
17,4,0,C,"When did the British company, that repaired grand trunk road from Calcutta to Delhi, take over India?",2hop__75710_47960
22,0,1,C,"Who is the law, proposed by the man who combined the idea of elements with earlier theories of the atom, named after?",2hop__68150_722703
12,0,0,C,What year did the cast member of Tip Top win best actress?,2hop__436455_160012
20,2,0,C,When did the person whose final season was the ninth announce he was no longer going to be a judge?,2hop__3254_2999
22,0,0,C,"When did the author of I Don't Mean to be Rude, But..., announce he was no longer going to be a judge?",2hop__200291_2999
19,2,1,C,Who was the original broadcaster of season 4 of the series that had an episode titled Achy Jakey Heart?,2hop__153312_311219
20,2,0,C,In what century did the patron saint of the navy become the influence for red being worn by Santa Claus?,2hop__67578_37045
12,1,0,C,In which administrative territorial entity is Amir Jan Sabori's city of birth?,2hop__144980_825427
22,3,0,C,In what century did the person after who Saint-Nicolas church is named become the influence for red being worn by Santa Claus?,2hop__446886_37045
21,2,0,C,In what century did the person Schelf Church is named after become the influence for red being worn by Santa Claus?,2hop__136082_37045
22,3,0,C,In what century did the person the Palmi Cathedral is named after become the influence for red being worn by Santa Claus?,2hop__136201_37045
21,3,0,C,In what century did the person for whom Murska Sobota Cathedral was named become the influence for Santa Claus wearing red?,2hop__135685_37045
23,3,0,C,In what century did the person the Budești Josani church is named after become the influence for red being worn by Santa Claus?,2hop__783931_37045
24,4,0,C,"In what century did the saint that San Nicolò dei Mendicoli is named after, become the influence for red being worn by Santa Claus?",2hop__547517_37045
23,4,0,C,In what century did the person San Nicolò dei Mendicoli is named after become the influence for red being worn by Santa Claus?,2hop__135792_37045
11,1,0,C,What is the meaning of the location once known as Persis?,2hop__35186_158277
16,1,0,C,What is the meaning of the name of the province of which Shiraz is the capitol?,2hop__35267_158277
10,0,1,C,Who was the spouse of the person who regained control?,2hop__157908_623921
15,1,1,C,What is the meaning of the name of the province where Larestan County is located?,2hop__129380_158277
10,1,0,C,When did the performer of Spellbound quit as a judge?,2hop__313362_2998
16,1,1,C,Who is the child of the president that was informed of an assassination by George Christian?,2hop__159817_403930
13,1,1,C,When did the original judge of American Idol who was a choreographer quit?,2hop__2964_2998
13,1,1,C,What does the name of the state that Jam Bozorgi is located mean?,2hop__131435_158277
13,1,1,C,What does the name of the state where Sarvestan County is located mean?,2hop__131714_158277
8,1,0,C,What year was the developer of EPrints founded?,2hop__863632_8796
15,3,1,C,Who does the actor who starred in The Caveman's Valentine play in the film Avengers?,2hop__96260_79129
20,1,0,C,Who wrote The Road to City A where City A is where the character the Wizard of Oz is from?,2hop__79065_704711
7,1,0,C,What year was Paul Curran's college founded?,2hop__251450_8796
11,0,1,C,What was the political party of the person who regained control?,2hop__157908_712736
10,1,0,C,What year was the university that employs Tim Holt founded?,2hop__283989_8796
16,1,1,C,Who does the actor who played the robber in Coming To America play in The Avengers?,2hop__57733_79129
18,3,0,C,Are director of film Move (1970 Film) and director of film Méditerranée (1963 Film) from the same country?,13f5ad2c088c11ebbd6fac1f6bf848b6
17,1,1,C,Do both films The Falcon (Film) and Valentin The Good have the directors from the same country?,3057c6c4086111ebbd5dac1f6bf848b6
13,0,0,C,"Which film whose director is younger, Charge It To Me or Danger: Diabolik?",89bc944808a111ebbd79ac1f6bf848b6
10,1,0,C,What is the date of birth of Mina Gerhardsen's father?,633f80660bdd11eba7f7acde48001122
13,2,0,C,What nationality is the director of film Wedding Night In Paradise (1950 Film)?,2dc3f9740bda11eba7f7acde48001122
9,0,0,C,When is the composer of film Sruthilayalu 's birthday?,61df8a820bdc11eba7f7acde48001122
7,1,1,C,Who is Rhescuporis I (Odrysian)'s paternal grandfather?,d4f5fa380baf11ebab90acde48001122
19,2,1,C,Do both films: The Ex-Mrs. Bradford and The Star Of Santa Clara have the directors from the same country?,52ef2a44085f11ebbd5cac1f6bf848b6
11,2,0,C,"Which film came out first, The Love Route or Engal Aasan?",b9204363096611ebbdafac1f6bf848b6
9,1,1,C,Where was the director of film The Fascist born?,586507fa0bd911eba7f7acde48001122
15,1,0,C,Are Matraville Sports High School and Wabash High School both located in the same country?,f9c49b0409bc11ebbdb0ac1f6bf848b6
11,1,0,C,Are Alison Skipper and Diane Gilliam Fisher from the same country?,95c98f6808e511ebbda4ac1f6bf848b6
14,2,0,C,"Do the movies Bloody Birthday and The Beckoning Silence, originate from the same country?",7da3715e086c11ebbd61ac1f6bf848b6
12,1,0,C,Which country the performer of song Soldier (Neil Young Song) is from?,bede88de0bda11eba7f7acde48001122
9,1,0,C,What nationality is the director of film Borunbabur Bondhu?,619effc80bda11eba7f7acde48001122
18,0,1,C,Where was the place of burial of the performer of song There Is So Much World To See?,974409600bdb11eba7f7acde48001122
13,1,0,C,What is the date of birth of the director of film Wandering Fires?,cd75daa00bda11eba7f7acde48001122
